owner,quantity,price
Erik Washington,38,$8798.44
Helena Henderson,49,$6852.01
Catherine Lindsey,24,$9551.72
Mike Gibson,39,$1197.74
Hester Mann,25,$2085.76
Trevor Wade,58,$6916.11
Hettie Hardy,43,$2197.30
May Pearson,56,$2694.05
Todd Wilkins,54,$1115.54
Eugene McDonald,40,$6554.23
Tony Santos,59,$1.45
Duane Harris,36,$9843.83
Rena Underwood,26,$5839.55
Jayden Powell,58,$6119.83
Zachary Haynes,38,$784.76
Ricky Conner,61,$8492.32
Ian Castillo,24,$7632.00
Eugenia Patterson,37,$4383.78
Earl Salazar,41,$2097.01
Jason Weaver,60,$2713.80
Luke Frank,48,$1737.96
Gavin George,59,$1349.21
Randy Gomez,57,$2268.96
Lois Collier,37,$4047.41
Addie Jordan,36,$9101.46
Garrett Coleman,41,$2301.08
Bradley Dunn,50,$2904.10
Timothy Salazar,53,$7464.10
Frank Stokes,50,$7373.59
Janie Payne,30,$1056.23
Alta Mills,57,$5204.63
Eunice Harrison,54,$314.28
Eugene Yates,28,$385.89
Lottie Nichols,24,$5576.99
Mason Johnston,42,$2023.15
Cora Torres,63,$1844.25
Manuel Bailey,41,$7264.95
Louis Cox,47,$3776.04
Emma Buchanan,32,$2235.81
Rosa Morton,59,$4804.39
Erik Green,25,$1285.39
Myra Henderson,56,$1647.85
Ethan Bowers,25,$880.14
Lilly Kim,38,$1635.12
Adele Perkins,28,$2512.37
Sara Scott,48,$7748.21
Julian Waters,32,$1898.07
Elva Cannon,36,$3417.97
Betty Phelps,40,$9159.80
Bernard Garner,35,$7599.28
Iva McCoy,32,$1398.72
Amelia Vaughn,65,$7390.97
Caroline Hampton,59,$6533.65
Celia Davidson,33,$682.77
Lottie Diaz,50,$6913.47
Dustin Atkins,56,$3816.54
Isaac Long,56,$6794.04
Jay May,46,$4512.82
Corey Pena,38,$3911.89
Etta Hunt,39,$4565.24
Douglas Taylor,21,$1781.80
Gussie Lyons,46,$7490.48
Leah McKenzie,52,$6765.09
Lizzie Weaver,19,$6261.96
Glenn Rice,56,$6344.09
Christine Gomez,55,$2825.90
Joel Simmons,39,$6867.23
Ethan Jones,33,$3489.12
Roxie Nguyen,44,$1704.89
Amelia McDaniel,22,$3184.25
Ruby Smith,31,$9494.10
Christopher Montgomery,29,$1364.54
Henry Alvarado,32,$6153.20
Dylan Long,48,$1602.07
Sue Hoffman,18,$5444.58
Mary Cross,20,$3901.42
Sue Becker,23,$553.83
Cornelia Cook,38,$6434.91
Steven Fletcher,37,$5077.95
Ernest Lyons,55,$2878.87
Michael Copeland,60,$7143.16
Ivan Cross,65,$3609.20
Dorothy Fox,42,$3770.37
Paul Chambers,57,$3686.22
Billy Colon,27,$3262.50
Chad Snyder,37,$3815.07
Alta Williams,49,$4444.60
Emma Weaver,35,$8287.81
Charlie Haynes,65,$691.78
Melvin Farmer,61,$6716.61
Olivia Maxwell,52,$4990.25
Dollie Aguilar,45,$4711.57
Norman Medina,55,$9006.81
Lina Vargas,44,$6823.83
Brent Cannon,64,$6538.61
Aiden Mack,52,$1639.65
Nannie Gonzalez,36,$4021.41
Leroy Dean,54,$4872.38
Alex Weber,40,$18.63
Trevor Cox,55,$2488.27
Josie Dixon,65,$9009.15
Jonathan Chavez,54,$2249.07
Jim Lamb,27,$9778.71
Kenneth Garrett,36,$4569.19
Ada Morgan,28,$4943.75
Christian Murray,49,$9078.46
Loretta Snyder,61,$680.16
David Johnson,54,$9524.02
Sophia Hunter,18,$1215.79
Lura Holland,51,$9669.44
Jean Hill,34,$8827.32
Adam Medina,21,$9571.43
Mamie McKinney,60,$2187.76
Raymond Hughes,48,$5549.51
Alejandro Mills,32,$254.00
Steve Ramirez,36,$85.83
Hallie Hardy,20,$9352.61
Jason Pierce,33,$5373.90
Roger Romero,31,$7321.89
Sean Black,62,$6987.63
Aiden Sutton,28,$2367.11
Celia Richards,45,$6768.45
Mabel White,52,$1840.77
Stanley Stanley,33,$864.85
Edgar Campbell,41,$121.33
Madge Kelley,47,$4546.38
Alejandro Barrett,34,$4245.30
Betty Chandler,26,$4610.97
Alma McCoy,26,$6020.40
Lucas Lynch,33,$5124.53
Bernice Murray,20,$371.40
Brett Thompson,55,$2147.26
Polly Schwartz,46,$1277.55
Rachel Vasquez,55,$8133.41
Vera Lucas,58,$5429.17
Claudia Hansen,43,$2460.88
Madge Elliott,18,$4010.05
Rose Haynes,38,$3603.74
Keith Curry,28,$1021.57
Dale Ortega,58,$9690.55
Lottie Tucker,57,$6324.07
Jackson Ward,23,$9188.26
Barbara Wood,46,$3023.17
Nancy Cunningham,54,$9768.36
Erik Banks,37,$1979.10
Lettie Guzman,30,$385.76
Ronald Maldonado,41,$5172.48
Lucile Morton,54,$725.62
Fred Joseph,57,$5376.69
Melvin Walker,49,$9178.21
Carolyn Luna,64,$9760.69
Amelia Leonard,18,$4213.54
Anthony West,44,$3019.02
Nellie Gutierrez,32,$5421.33
Hallie Phillips,59,$379.78
Nannie Diaz,26,$4347.62
Lily Erickson,47,$2517.08
Maud Santiago,31,$2946.70
Lucinda Davidson,37,$2055.59
Phoebe Ramsey,61,$2041.89
Luella Mack,52,$9054.87
Ricardo McKenzie,56,$6449.18
Mamie Gonzales,33,$3419.93
Carrie Simmons,23,$4735.13
Elsie Baker,34,$3569.99
Gertrude Adkins,32,$7369.80
Bess Newton,26,$5528.14
Loretta Boyd,22,$4428.49
Ralph Patrick,58,$21.72
Matilda Goodwin,50,$5378.52
Willie Hall,41,$4143.22
Maria Quinn,53,$3117.66
Lucy Torres,37,$355.58
Patrick Maxwell,20,$140.91
Jeffrey Hall,30,$499.79
Douglas Potter,47,$4733.49
Jonathan Palmer,22,$6726.86
Derek Garcia,57,$2493.12
Iva Harrison,50,$4130.15
Francis Morton,54,$5384.82
Georgie Marsh,39,$4275.31
Lelia Zimmerman,41,$1687.52
Clifford Hines,44,$8461.49
Walter Alexander,57,$650.00
Wayne Daniel,34,$9463.08
Lena Lewis,49,$9906.02
Alexander Weaver,60,$6623.93
Corey Morris,57,$19.36
Micheal Barnes,45,$1067.74
Mamie White,54,$5509.41
Roy Howard,49,$7190.75
Dorothy Flowers,53,$1928.30
Beatrice Quinn,57,$6111.14
Birdie Walters,51,$1795.26
Floyd Luna,61,$3524.52
Madge Ward,46,$5718.97
Amelia French,41,$8202.14
Mary Terry,22,$3386.76
Violet Daniels,26,$4024.59
Mildred McGuire,54,$6965.69
Stella Cruz,44,$4462.34
Andrew Robertson,25,$4371.32
Terry Vaughn,18,$8529.21
Andre Jordan,27,$8599.19
Ida Marshall,58,$4868.59
Clarence Clark,38,$8726.33
Helena Berry,22,$4084.89
Alma Joseph,36,$8349.05
Susie Griffith,31,$4415.59
Alta James,26,$6643.25
Hallie Boyd,21,$4973.23
Rachel Poole,53,$4741.32
Matilda Cross,50,$5788.43
Luis Garner,53,$4586.40
Stephen Marsh,22,$2188.88
Norman Castro,45,$3230.46
Vincent Cain,58,$6708.68
Randy Alvarado,38,$8554.70
Roxie Jackson,58,$4928.26
Mayme Manning,57,$4905.69
Michael Sanders,53,$6624.78
Jeremiah Jordan,56,$5236.05
Lenora Pierce,37,$7808.18
Dominic Jimenez,18,$7605.20
Lola Craig,22,$4152.03
Richard Thornton,55,$4382.00
Mabelle Little,51,$3376.10
Leroy Weber,60,$4218.11
Keith Byrd,33,$5837.52
Elva Steele,52,$8066.67
Barry Fleming,21,$1527.75
Ellen Phillips,62,$3471.91
Rosalie Rodgers,48,$7522.29
Etta Ramos,20,$1414.31
Gregory Moody,54,$2023.89
Maude Castillo,59,$3741.59
Charlie Greene,56,$107.65
Chester Silva,59,$3010.53
Dorothy Franklin,50,$2632.41
Alvin Harmon,54,$9044.25
Ernest Turner,59,$6170.06
Jane Brown,41,$5370.62
Rosie Pope,62,$989.52
Joel Steele,51,$1496.06
Ola Tucker,65,$9585.65
Scott Jenkins,55,$1978.95
Benjamin Lawson,36,$8304.20
Adeline Griffith,29,$6694.78
Lilly Hernandez,53,$5717.55
Vincent Logan,41,$6991.90
Anthony Huff,31,$2090.99
Franklin Hunter,18,$9378.98
Laura Alvarado,30,$1923.17
Sarah Simon,62,$4429.72
Violet Steele,44,$765.39
Cordelia Swanson,30,$1182.99
Rose Woods,65,$358.19
Henry Lindsey,54,$3827.69
Maude Weaver,57,$5954.00
Rodney Luna,23,$3602.83
Edna Ballard,27,$7938.23
Ronnie Wood,35,$4658.97
Allie Crawford,20,$3048.08
Jordan Little,28,$4470.64
Glen Schwartz,21,$9297.69
Wesley Boone,22,$5560.77
Emilie Williamson,51,$4009.26
Harry Barnes,33,$1588.50
Gabriel Mathis,63,$1229.36
Hester Kim,42,$4878.45
Andrew Walsh,21,$7265.74
Nicholas Gonzalez,44,$3367.60
Juan Cole,46,$7656.72
Philip Cole,45,$682.49
Ruby Potter,33,$5094.50
Derek Simpson,27,$2966.45
Alvin Pittman,48,$9625.15
Hallie Johnston,20,$1533.27
Mildred Salazar,50,$6063.75
Essie Love,28,$7717.79
Caleb Bryant,54,$6320.12
Nathaniel Hodges,20,$2254.61
Edwin Clark,39,$5614.50
Bernice Reynolds,28,$2725.08
Gene Hampton,20,$8038.77
Carolyn Casey,47,$5504.07
Blanche Willis,21,$4918.80
Nellie Bailey,47,$9437.65
Lura Peters,52,$8841.22
Adeline Higgins,56,$623.72
Lora Mendez,42,$6295.31
Winifred Mullins,32,$2184.39
Lettie Reeves,54,$7207.45
Jeff Perry,60,$4096.41
Calvin Franklin,22,$4404.16
Tyler Banks,27,$295.32
Nelle Brooks,30,$4683.59
John Gilbert,56,$8300.21
Chad Walker,37,$5473.77
Rosie Fields,41,$3136.57
Susie Jackson,34,$6431.80
Georgie Stevenson,55,$8895.79
Peter Bryan,31,$7535.93
Lenora Byrd,53,$2400.02
Randall Fisher,30,$8063.98
Victoria Myers,23,$1104.40
Dollie Nunez,42,$5223.88
Inez Berry,45,$1607.19
Amy Christensen,62,$223.17
Bradley Cross,51,$6966.31
Jane Stokes,65,$6462.02
Steven Schwartz,53,$8958.08
Miguel Black,22,$3814.02
Georgia Cannon,39,$7984.80
Lois Singleton,63,$2540.65
Effie Quinn,46,$6313.81
Curtis Fisher,38,$3851.83
Louise Hunt,33,$9275.67
George Weber,59,$4765.16
Birdie Lindsey,38,$6663.31
Abbie Hardy,62,$8958.42
Chris Neal,43,$7147.65
Kevin Underwood,42,$3474.86
Marguerite Hoffman,54,$4126.30
Scott Garza,40,$9632.96
Olivia Kelly,60,$2246.65
Ellen Jordan,37,$1128.08
Eliza Hodges,26,$585.38
Derrick Strickland,28,$736.67
Maude Campbell,35,$7029.35
Estella Medina,41,$8025.51
Isaac Walker,35,$1034.80
Ricardo Cohen,41,$9771.99
Myrtie Underwood,46,$8829.40
Celia Byrd,31,$2763.20
Lucile Crawford,49,$5947.78
Cora Stone,60,$7040.18
Lloyd Spencer,25,$4153.97
Kenneth Osborne,23,$6041.83
Madge Wilkerson,54,$4064.97
Lester Rivera,40,$3522.25
Amanda Alexander,31,$6000.12
Steven Butler,58,$8721.05
Joel Hale,60,$7957.61
Loretta Lawrence,51,$5925.79
Addie Sullivan,22,$7982.23
Della Schwartz,52,$3258.82
Martin James,18,$6873.25
George Reeves,23,$3986.40
Lula Parsons,41,$9330.10
Harold Ramos,22,$5573.85
Jackson Holt,21,$783.43
Verna Cannon,32,$480.39
Joel Sanders,21,$3190.60
Callie Patton,55,$2335.20
Christian Green,64,$1518.59
Sue Joseph,33,$9516.46
Bess Willis,19,$1981.82
Linnie Jones,43,$399.79
Caleb Franklin,18,$1952.57
Melvin Green,20,$5090.22
Marvin Rios,62,$3917.68
Belle Matthews,57,$3155.89
Adrian Allen,40,$799.49
Ina Burke,46,$8664.11
Juan Burke,41,$7897.06
Johnny Burgess,44,$8936.63
Maria Munoz,49,$7448.81
Josie Roberson,28,$1941.88
Phoebe Kelley,29,$8416.10
Helena Walters,62,$3241.57
Flora Howell,34,$4425.32
Bessie Armstrong,49,$2645.42
Austin Moreno,59,$4385.13
Carolyn Rodriguez,33,$6151.90
Lou Wilson,61,$1715.90
John Frank,46,$698.59
Helen Oliver,21,$6.12
Ida Simon,33,$3567.82
Lida Anderson,31,$8390.08
Maurice Pope,26,$6879.29
Sophie Howell,34,$1406.08
Kenneth Gibbs,36,$2645.21
Katherine Quinn,49,$6948.19
Eva Harrison,27,$954.80
Carolyn Wallace,31,$7734.44
Alta Coleman,33,$3021.46
Kate McGuire,44,$4727.65
Ray Green,59,$9330.15
Nell Richardson,49,$4981.53
Derrick Schmidt,38,$5918.11
Julia Drake,31,$7850.98
Sue Adams,25,$2937.83
David Delgado,54,$2487.17
Ina Williams,30,$6166.63
Elijah Francis,20,$4551.56
Mike Cole,20,$3237.01
Russell Day,63,$6751.54
Elmer Yates,49,$3042.22
Francis Lyons,60,$3117.63
Rosie Manning,19,$3756.40
Lucy Foster,52,$2024.47
Mina Mendez,48,$9101.31
Jordan Rivera,26,$4541.09
Ricky Stevenson,44,$4517.99
Augusta Nunez,19,$341.21
Wesley Manning,63,$1361.70
Viola Rodgers,52,$676.68
Bertha Figueroa,42,$6153.03
Lawrence Henry,29,$5423.91
Evan Hopkins,20,$5766.55
Melvin Andrews,32,$8999.97
Lois Harvey,37,$231.79
Dorothy Sutton,21,$5258.51
Norman Gibson,51,$4159.26
Pauline Cain,24,$4419.99
Thomas Schwartz,44,$5457.61
Lily Abbott,18,$1500.97
Isabella Murray,62,$5644.43
Curtis Conner,36,$6239.65
Ora Hunt,36,$8482.14
Gordon Taylor,62,$534.85
Carlos Cohen,64,$3163.49
Harold Sullivan,18,$6131.92
Dustin Collier,23,$377.11
Vincent Richards,50,$7304.35
Marguerite Carpenter,36,$7135.50
Kyle Griffin,18,$4570.67
Lura Owen,65,$5152.22
Janie Barber,27,$2324.28
Evan Vasquez,35,$8917.46
Leo Reese,36,$3423.64
Myra Cohen,39,$4347.50
Steve Kelly,57,$4471.54
Randy Gonzalez,65,$7548.99
Belle Scott,53,$4170.17
Edward Hawkins,22,$9822.26
Paul Hanson,23,$4441.45
Jennie Weber,32,$7903.91
Dustin Hardy,39,$4476.06
Jayden Collins,40,$5111.72
Mittie Franklin,33,$3665.86
Edna Sanders,24,$7609.96
Todd Rodgers,47,$176.61
Cornelia Mason,54,$3112.74
Dorothy Yates,32,$551.27
Jim Fleming,54,$5732.17
Noah Curry,60,$4680.57
Lucy Green,24,$5292.73
Polly Sparks,40,$8760.73
Alan Clayton,55,$366.60
Brent Stevens,24,$1543.13
Douglas Schwartz,26,$1782.00
Noah Alvarez,31,$7086.66
Rena Jensen,51,$7907.19
Eliza Cole,28,$1579.10
Alexander Watts,36,$6743.92
Roger Arnold,31,$2563.85
Ellen Cox,57,$2648.24
Lura Schultz,61,$6553.57
Logan Cain,31,$8088.54
Edith Ramos,60,$6164.91
Nettie Martin,40,$8194.15
Theresa Powers,29,$7999.33
Larry Ball,27,$703.92
Lucille Barton,38,$7727.32
Celia Caldwell,47,$8892.03
Christopher Miller,47,$7395.87
Chester Simon,51,$2294.21
Nathaniel Ortega,64,$97.77
Linnie Morgan,60,$9668.04
Marian Martin,63,$3184.93
Randy Salazar,58,$1988.77
Glen McGuire,46,$7454.01
Emilie Fox,42,$1618.40
Pearl Lyons,32,$9230.56
John Reed,65,$364.36
Sara Patton,34,$2142.38
Hunter Cummings,63,$6487.36
Hattie Watts,51,$3167.23
Lucy Estrada,58,$3741.13
Matilda Morales,45,$5749.30
Bettie Yates,21,$6749.72
Nicholas Alexander,44,$3267.79
Landon Patterson,35,$1219.17
Jonathan Gregory,22,$3689.39
Mina Wagner,64,$340.68
Jack Obrien,32,$9641.97
Lydia Walton,41,$372.53
Glenn Baldwin,53,$6218.21
Minerva Kelley,63,$6911.72
Paul Sutton,60,$487.76
Matthew Burns,33,$5610.41
Cordelia Bowers,45,$4469.92
Philip Santos,62,$4051.41
Nelle Baldwin,21,$7868.89
Vernon Jimenez,38,$1076.58
Randall Powers,19,$4936.71
Viola Hampton,31,$5308.88
Isaac Jimenez,55,$9003.02
Franklin Bailey,65,$5071.04
Eric Chapman,54,$9544.43
Victoria Christensen,46,$1613.62
Billy McBride,39,$6567.87
Minnie Hubbard,44,$9467.12
Lilly Jones,56,$2941.73
Beatrice Sanchez,23,$7164.46
Matilda Wise,26,$215.83
Kyle Sparks,37,$9637.95
Marion Hayes,53,$1732.47
Joel Moreno,48,$5043.39
Don Gibson,34,$9687.61
Olga Jenkins,53,$2314.77
Victor Luna,47,$1031.43
Rose Jensen,25,$6356.17
Adrian Sharp,50,$5762.35
Edna Frazier,53,$9950.61
Elizabeth Wong,49,$1332.59
Carolyn Moss,25,$2239.32
Austin Barber,30,$2040.72
Eleanor Davis,22,$6973.57
Edwin Kim,26,$5081.89
Callie Barker,49,$8209.67
Daisy Gill,34,$9787.60
Rena Foster,26,$8813.53
Gabriel Hubbard,47,$8829.01
Lee Miles,46,$9451.90
Adele Page,55,$3579.53
Edward Beck,40,$6957.66
Billy Sanchez,39,$1930.35
Fred Schneider,40,$9525.19
Birdie Alvarado,43,$1630.47
Allie Pope,46,$9352.19
Winifred Hawkins,42,$6425.28
Mollie Malone,47,$4654.54
Benjamin Bradley,33,$2628.03
Clarence Knight,48,$7073.07
Glenn Obrien,63,$5425.78
Della Summers,42,$5204.13
Olivia Richards,26,$3274.44
Grace Mills,36,$3086.67
Martin Rowe,39,$9487.61
Jon Stevenson,62,$1610.46
Donald Johnson,59,$2346.03
Lena Singleton,18,$2640.41
Ellen Garner,60,$8536.32
Elnora Colon,32,$8529.75
Lucille Powers,22,$3508.19
Hester Chandler,57,$6846.58
Willie Maxwell,65,$3832.52
Cole Gross,39,$7956.93
Ora Daniel,54,$8636.30
Ruby Morgan,34,$2494.99
Lee Fox,62,$8658.08
Alexander Terry,44,$5287.58
Beatrice Cook,65,$9733.25
Lelia Turner,30,$5746.43
Phillip Stone,44,$8470.14
Amelia Hernandez,60,$2465.42
Martha Campbell,47,$8918.60
Della Ferguson,47,$7865.72
Angel Love,26,$1262.76
Nettie Rivera,51,$1791.36
Callie Greer,56,$8144.19
Verna Burns,56,$8768.74
Ricardo Frank,24,$2219.19
Gilbert Moreno,50,$9079.84
Andre Holmes,31,$5295.65
Estelle Perez,19,$3810.19
Ivan Hunter,44,$5831.08
Addie Walton,51,$6913.78
Maude Klein,50,$6238.07
Harriet Crawford,58,$8263.73
Violet McDonald,56,$3196.03
Franklin Cox,42,$4137.14
Addie Hernandez,30,$2019.19
Eula Barber,62,$4765.15
Adam Hoffman,43,$7387.97
Timothy Watson,60,$2349.78
Lucile Hines,57,$668.84
Sean Atkins,21,$7826.71
Mabelle Garza,24,$6205.72
Frederick Christensen,46,$5331.45
Adrian Harmon,33,$5418.59
Don Hampton,47,$753.33
Gilbert Reyes,59,$5728.64
Albert Cortez,54,$1348.05
Gregory Wagner,65,$4376.33
Vera Crawford,61,$3579.20
Dominic May,58,$168.99
Tony Roy,49,$6969.83
Alan Warner,52,$2681.95
Jacob Barnes,32,$4559.31
William Rios,46,$3019.31
Mason Chavez,51,$2867.73
Leonard Cummings,47,$4985.77
Marcus Allen,57,$8618.69
Lizzie Love,63,$1685.71
Zachary Mendez,48,$8675.45
Beulah McCoy,19,$508.33
Lottie Howell,48,$9592.47
Lora Armstrong,33,$832.47
Kevin Nash,60,$147.80
Isaiah Osborne,40,$6419.52
Frances Rivera,36,$4077.54
Lula Chambers,33,$1441.06
Gene Pope,49,$8057.75
Victoria Gutierrez,62,$8256.95
Jeffrey Knight,33,$663.44
Sean Luna,25,$603.29
Florence Blake,24,$236.31
Cameron Palmer,41,$1186.10
Roger Coleman,56,$5488.50
Caroline French,52,$495.78
William Alvarez,29,$6985.87
Ian Keller,58,$7073.11
Alex Frank,30,$1428.60
Danny Day,60,$1602.97
Chad Schwartz,60,$2132.05
Ann Washington,33,$1697.63
Christopher Perry,59,$253.71
Christopher Pierce,38,$1176.69
Randy Long,61,$7720.46
Nora Hawkins,52,$2450.99
Phoebe Johnson,27,$678.00
Troy Kelly,50,$1634.94
Jeff Elliott,36,$1569.67
Jennie McGuire,23,$5048.09
Ophelia Black,19,$1527.46
Beatrice Quinn,52,$39.67
Francis Sharp,47,$4609.58
Maggie Bates,18,$2791.26
Edith Francis,21,$3622.80
Janie Wallace,63,$8780.05
Barbara Evans,57,$528.95
Emilie Holmes,53,$7934.51
Lillie Yates,59,$5616.06
Josie Byrd,58,$1938.11
Roxie Davis,64,$3412.41
Nannie Bates,56,$3573.36
Mayme Pratt,65,$5553.84
Louisa Chambers,18,$3666.37
Ada Lopez,31,$8986.68
Joseph Bishop,24,$4159.78
Estella Burton,20,$4242.51
Mable Bryan,44,$5971.07
Randy Hanson,53,$7452.83
Aaron Andrews,63,$3631.27
Danny Rivera,35,$4834.88
Catherine Jackson,39,$1792.23
Georgia Santos,30,$3202.67
Barbara Kelley,62,$8749.52
Victor Ingram,54,$3868.49
Katharine Padilla,51,$2910.51
Jerry Carson,36,$329.05
Genevieve Tate,27,$3790.49
Hilda Lawrence,23,$4195.24
Margaret Gross,32,$5798.41
Sean Beck,20,$5833.69
Brandon Lyons,64,$1252.53
Harriett Becker,25,$1432.55
Sam Bates,55,$3758.04
Alejandro Parks,36,$8144.19
Susie McCoy,45,$7482.90
Jeremy Patton,41,$4918.27
Florence Hart,28,$1470.60
Lora Norris,57,$2081.55
Kevin Porter,35,$1975.57
Charlie Garrett,36,$2153.46
Minerva Harrison,47,$8346.16
Adeline James,65,$9350.39
Dylan Tate,29,$5480.18
Virgie Mann,56,$1691.86
Millie Webster,26,$3669.30
Katharine Parsons,49,$4456.46
Cory Patton,21,$5117.71
Larry Howell,44,$68.87
Kathryn Duncan,28,$8849.07
Elva Holt,19,$3357.92
Lulu Bowman,26,$6499.90
Lida Torres,30,$3761.75
Ora Chandler,46,$4641.95
Katie Sherman,40,$7949.03
Alice Saunders,62,$6447.19
Kathryn Bryan,63,$674.11
Willie Curtis,45,$469.02
Luella Owen,45,$9111.77
Lewis Kennedy,54,$8276.28
Jorge Colon,64,$5812.20
Warren McDonald,30,$8786.53
Frank Campbell,41,$1295.11
Devin Carpenter,61,$7159.42
Ruth Francis,34,$799.97
Shawn Rivera,26,$7367.52
Emilie Hawkins,36,$3533.69
Cody McCoy,28,$5221.33
Raymond Curry,47,$7912.46
Amelia Woods,27,$3493.98
Angel Hall,19,$2823.89
Norman Santiago,45,$2419.78
Myrtle Stewart,48,$4647.69
Frederick Warner,27,$9072.40
Cynthia Atkins,51,$188.85
Ann Griffith,40,$6459.73
Aaron Elliott,30,$9418.43
Craig Stanley,54,$5494.48
Ethel Cole,32,$6251.88
Minnie Griffith,32,$3827.93
Nathan Cummings,65,$9426.22
Brent Ferguson,37,$3360.59
Ivan Morris,41,$1848.17
Ian Williamson,33,$4095.67
Mario Bradley,37,$1422.24
Betty Roberts,46,$9774.58
Christine Alexander,58,$1648.64
Alma Jacobs,30,$2549.98
Sallie George,59,$1539.09
Francis Riley,22,$3851.89
Dale Rowe,30,$4605.36
Benjamin Dawson,39,$2354.08
Brian Thornton,47,$6930.11
Mark Ellis,46,$7317.64
Charlie Keller,37,$1446.78
Matthew Porter,58,$5920.24
Barry Snyder,48,$2999.26
Adam Parker,49,$7627.77
Agnes Briggs,61,$5916.25
Marcus Sanders,44,$6756.97
Harvey Banks,37,$1323.25
Dylan Klein,55,$6027.72
Mario Harris,39,$2139.54
Tom Gray,64,$7975.43
Susan Murphy,57,$5842.74
Maurice Wolfe,64,$6008.07
Lulu Wallace,61,$6142.35
Charles Maldonado,51,$7245.98
Justin Brown,63,$9436.08
Carrie Weber,28,$1196.00
Claudia Montgomery,56,$9773.05
Gene King,64,$1382.77
Minnie Coleman,26,$5990.55
Chase Riley,31,$9669.93
Loretta Owens,62,$9802.88
Maggie Wise,63,$4466.83
Leo Wilkerson,21,$7617.18
Georgie Harris,36,$6374.76
Lloyd Gross,62,$2159.03
Ruby Wade,47,$4340.76
Cory Cole,40,$8088.24
Susan Cole,55,$4011.45
Bertha Simmons,26,$9125.01
Alta Patrick,33,$2867.15
Theodore Vaughn,53,$8941.87
Mike Herrera,37,$1421.57
Vernon Jordan,59,$2369.33
Devin Cain,28,$1844.01
Cordelia Barrett,55,$4962.00
Lee Osborne,27,$8909.19
Ida McCarthy,60,$1567.16
Ollie Haynes,31,$687.96
Jennie Brewer,23,$2903.83
Delia Schultz,45,$2169.29
Shawn Fowler,60,$5207.07
Max Henderson,51,$1111.65
Landon Murray,41,$9306.49
Caleb Sutton,46,$268.35
Janie Adkins,31,$9872.57
Florence Allison,18,$2430.18
Gene Zimmerman,64,$2507.36
Cameron Sims,35,$1871.37
Cordelia Thornton,41,$7206.96
Willie Pearson,37,$5182.67
Glen Shaw,52,$81.89
Ronald Moran,21,$281.47
Dean Matthews,44,$2252.15
Margaret Morton,59,$9170.82
Randy Cox,51,$6515.26
Eula Gilbert,31,$7326.05
Johanna Cook,18,$6204.90
Susan James,33,$9502.37
Mabelle Miller,40,$8039.18
Jackson Rowe,28,$6470.42
Christine Walters,48,$339.68
Bryan Sullivan,27,$3454.03
Beulah Schmidt,59,$8435.25
Roy Simpson,50,$5683.08
Pearl Guzman,44,$3222.06
Lucas Webb,39,$7100.78
Gavin Maldonado,30,$5173.89
Edwin Ferguson,34,$368.75
Eunice Davidson,62,$5142.13
Addie Dennis,38,$4141.14
Barbara Henderson,37,$7062.08
Ina Rogers,28,$4760.21
Genevieve Lynch,47,$7620.70
Kevin Clarke,30,$9899.69
Millie Bush,25,$8130.59
Stanley Erickson,60,$3381.49
Barry Welch,45,$4630.20
Lina Grant,50,$3853.46
Lula Leonard,29,$619.76
Gertrude Owen,51,$6051.21
Clara Newton,65,$8263.57
Genevieve Ramsey,43,$9052.21
Joseph Fox,47,$4671.32
Terry Jackson,46,$9490.65
Marian Hughes,25,$3514.35
Alexander Meyer,22,$4635.15
Charlie Peters,30,$8070.70
Sarah Gray,50,$1078.16
Oscar Sandoval,18,$5123.51
Verna Russell,35,$2654.96
Eva Ford,33,$9694.26
Cole Guzman,47,$4771.09
Winnie Roberson,33,$6624.41
Todd Barton,26,$6489.39
Ian Yates,30,$2688.54
Juan Wells,39,$3134.47
Hilda Hansen,37,$9406.45
Jerome Wilkerson,37,$1775.09
Eugenia Ramirez,32,$7342.25
Rhoda Aguilar,45,$3105.45
Larry Hunt,20,$2463.60
Gertrude Reeves,48,$1284.70
Delia Watkins,38,$2157.41
Dale Ball,35,$1895.31
Dennis Mathis,56,$7178.24
Todd Miller,21,$2189.05
Betty Berry,40,$7468.75
Sara Curry,36,$6951.33
Susie Armstrong,61,$7879.13
Lily Harrison,36,$5165.23
Mary Sullivan,59,$4158.27
Ora Kelley,24,$1790.37
Darrell Guerrero,52,$2349.35
Fannie Davidson,21,$826.64
Laura Anderson,18,$5428.83
Norman Jones,30,$852.93
Mary Newman,44,$2483.16
Lenora Barnes,19,$790.79
Joseph Figueroa,52,$6753.51
Elmer Clarke,23,$4481.35
Maurice Diaz,19,$2001.58
Edith Wheeler,41,$6950.69
Blake Mills,45,$7286.89
Sue Gibbs,28,$4168.22
Marc Watts,21,$2506.93
Myra Riley,31,$7965.94
Georgia Bass,34,$6174.06
Lilly Henry,52,$9086.55
Joel Hubbard,38,$3627.51
Eleanor Moore,61,$8921.88
Lou Holland,20,$6408.45
Lillie Miles,42,$6534.86
Madge Haynes,56,$2853.62
Hannah Ballard,31,$8284.53
May Myers,59,$6426.99
Elva Patton,38,$3602.96
Howard Burton,23,$1066.30
Elizabeth Waters,33,$1316.27
Christina Dawson,36,$5819.30
Linnie Barker,29,$4461.48
Marguerite Burgess,39,$1093.99
Callie Sanders,54,$3264.92
Mario Matthews,59,$5995.61
